video_id,views,collects,diggs,comments,shares
7526973477438459158,2400000,16600,320900,504,15300
7527328321701481750,1500000,10100,177400,876,8856
7526232685598067990,428900,476,14200,105,633
7527552992573263126,1231,4,62,14,0
7525137832042646806,401100,273,9171,133,89
7512171836940111126,4473,9,296,3,19
7494572652653333782,790100,3597,52600,926,415
7526218220815076630,79700,204,3036,131,401
7527286331756547350,104100,71,891,23,82
7524638575233649942,2446,8,93,3,2
7521321288925728022,2077,2,26,2,1
7527381414698880278,189300,228,6710,244,94
7527327755990535446,191400,255,1460,215,50
7527291674066799894,11600,44,880,35,7
7526558288289303831,31000000,210800,3200000,26800,1500000
7526536592266235158,18300000,81200,2000000,2431,39300
7526615233520061718,3500000,3705,131300,2564,2121
7526510817370524950,11300000,17000,437200,4264,12200
7526590499357052182,1500000,1579,70800,323,305
7526663027203034390,1500000,4673,69500,301,10300
7526570064632483094,4300000,24500,241300,688,17800
7526964038979341590,2400000,23300,352300,1002,4767
7526459933156478230,1200000,1565,71400,139,1549
7527691009958923542,3900000,28400,661200,2141,22300
7526122349804915990,19000000,30100,453700,6493,161800
7526278304085675286,10500000,20500,512600,3541,4929
7526995650865630486,1000000,4984,124600,844,3813
7527285348062235926,2300000,26400,492000,1390,23700
7526482541109529878,1400000,2499,74200,737,7552
7527646409038908694,1900000,5367,220600,253,1143
7527346847669603606,1600000,13600,297000,1105,15300
7526969601960201494,10900000,41600,828000,3395,20300
7526635976454720790,5400000,10800,340200,2050,5362
7526627555739307286,2700000,13500,340000,1268,14400
7526499207184780566,1300000,4472,65000,337,3968
7526613231490600214,1600000,3946,108700,545,355
7526575559833406742,1400000,190,2760,8,50
7526876056326917398,2600000,23900,350600,2445,14400
7525869783196110102,9000000,16700,453800,799,5961
7526959127499705622,1300000,931,39700,103,552
7526624733253733654,2100000,11200,161900,1114,3467
7526251206549736726,1400000,1565,78800,134,1971
7526490754290650390,1400000,7264,162800,1008,2801
7527299422841998614,1800000,4002,143400,574,10900
7527270262698478870,2900000,10300,222500,6088,7788
7526985216129387798,1800000,5837,104800,896,1640
7527308310496808194,5300000,10900,324000,918,5663
7526502130715217174,1400000,4119,58500,374,5006
7526638263625420054,1900000,13200,383000,2171,20300
7526917188314402050,41400000,190000,4000000,41400,2400000
7526306988985224470,1200000,1331,18600,880,1692
7526212982758575415,43900000,449600,8600000,16400,3400000
7525447695784348983,45500000,217600,6400000,18400,69000
7527647849748663574,2700000,11600,178800,2209,2957
7524118947382168854,31000000,85500,1900000,3999,25900
7527392487661407511,1300000,3076,103300,138,1573
7527378888473758998,1700000,7681,151300,2503,1976
7526165788969946390,894800,1929,23800,358,3825
7525904006972067094,16500000,27400,233000,2102,71500
7526324072964312342,877000,2791,91700,210,412
7526243780597681431,1800000,5096,178800,488,4218
7525939992871374102,1100000,3748,127800,291,3083
7526544240734768406,1000000,3986,125100,2280,7466
7526139773656829206,900300,1669,86500,111,1036
7526551528660864258,7600000,23700,461300,787,4907
7527136471791193357,213000,102,1097,8,27
7527256296853130510,4200,6,126,8,0
7526667517654207766,45000,67,516,2197,9
7527043757837978910,155800,72,910,2,7
7526561587222564126,239500,102,2431,33,4
7526898643081760022,899100,9165,89400,365,1470
7517306649263066390,2700000,8222,58100,3425,29400
7527242947155348758,17100,9,44,7,5
7526677819863092486,300900,1616,20200,201,1548
7527409112846568726,1820,9,168,32,0
7527286875246071062,135900,93,2058,13,468
7527370740539116832,7172,17,509,48,1
7526472476227013910,1100000,1226,32700,120,1604
7525989188794125590,1300000,8151,124500,1125,2830
7526169299715656983,1300000,10800,266000,853,5316
7526890379732585751,2200000,22000,26500,98,11300
7526035089956949270,24200000,232200,3400000,19000,750900
7526978795744644385,2100000,10100,212000,2611,49800
7526172149518732566,17000000,55300,1100000,4008,30000
7526212535687646486,1400000,1269,87000,136,2362
7525483661576113430,22700000,55000,1500000,3682,18500
7525844938588835094,1300000,3472,83000,10100,715
7526893312301649174,909000,839,29800,1278,495
7526635921509190935,1100000,5473,153900,638,5171
7526646582368865558,21900000,94700,747700,2999,102700
7527347946677964054,2700000,5969,150300,814,730
7525712193053134088,41700000,23600,550300,3135,32500
7525764595445763350,1000000,9628,132400,567,9555
7525995255351594271,48400000,303300,5000000,36100,2000000
7527000433320021270,1500000,10200,193400,276,7469
7526676525752585494,1700000,1998,55100,1776,299
7526169451306192150,1500000,3912,44800,1801,4145
7525778837150387478,2100000,12400,233000,604,2131
7527307336709344534,2500000,6058,132000,5053,1646
7525521942389067030,1200000,8845,212900,882,12800
7526520256983076118,781100,1719,92400,123,3980
7525901699786083606,937500,3226,80000,246,25900
7525778068963691798,863400,2208,117300,38,467
7526517253626400022,1100000,6943,262800,591,9336
7526898772014632214,5300000,24400,261200,20700,9357
7528759783734693142,2100000,8011,204600,914,2879
7528191512228793622,2000000,13800,231800,1214,30100
7529580368026930434,1100000,8968,164200,860,573
7521776930509589783,2600000,12100,168100,2282,7735
7527750945023790358,20600000,114800,2400000,31200,91200
7527750945023790358,20600000,114800,2400000,31200,91200
7521776930509589783,2600000,12100,168100,2282,7735
7529974595743681815,1400000,4873,149300,2079,2092
7527750945023790358,20600000,114800,2400000,31200,91200
7529933918921854230,576400,3821,76500,394,292
7529933918921854230,576500,3822,76500,394,292
7529976870197103886,2600000,13900,282700,7136,5460
7529976870197103886,2600000,13900,282700,7138,5460
7529933918921854230,576600,3822,76600,394,292
7528097665817595158,23400000,93900,1600000,24300,64200
7529933918921854230,576700,3823,76600,394,292
7529933918921854230,576700,3823,76600,394,292
7528133632318393622,121200000,219000,3800000,10800,68100
7528738934503869698,1000000,2794,34400,242,2698
7528492849097166102,769400,9346,103700,529,30900
7528739757761809686,938700,1942,60400,168,4230
7528534844998044950,888700,1688,101600,161,637
7528095479675014422,663000,650,16000,34,302
7528752499323407638,1400000,7943,220700,598,2779
7528487961495637270,1100000,2056,72300,1006,1210
7528809585914793238,892400,6953,106100,382,25100
7528400987841727766,878700,2728,92700,84,589
7529087880665287958,1400000,3248,114300,842,216
7528817550063389974,1000000,1045,44700,905,4261
7528385801495874838,628800,540,22400,774,893
7527703733271153942,3600000,32900,452800,13000,1820
7504667813332716822,553400,6459,94800,534,2112
7529974595743681815,1400000,4892,149800,2083,2095
7529189388408917270,2200000,25200,346000,4538,1696
7529189388408917270,2200000,25200,346000,4538,1696
7527750945023790358,20600000,114800,2400000,31200,91200
7529542416383184150,3700000,29600,498300,2525,16100
7528936530925112589,81500000,286000,5300000,31400,342800
7529974595743681815,1400000,4921,150600,2098,2099
7529976870197103886,2600000,14000,283800,7153,5482
7529542416383184150,3800000,29700,499600,2534,16200
7529974595743681815,1400000,4923,150600,2098,2100
7529542416383184150,3800000,29700,499700,2535,16200
7529542416383184150,3800000,29700,499700,2535,16200
7529974595743681815,1400000,4927,150700,2098,2101
7499136794139708694,7500000,26300,329300,5421,14000
7529542416383184150,3800000,29700,499800,2535,16200
7529974595743681815,1400000,4929,150800,2100,2102
7499136794139708694,7500000,26300,329300,5421,14000
7529542416383184150,3800000,29700,499900,2536,16200
7515385967105199378,19600000,452400,4200000,62300,281600
7529189388408917270,2200000,25200,346500,4542,1696
7519455442360143126,5200000,16600,180900,4877,104100
7529976870197103886,2600000,14000,284000,7162,5488
7529933918921854230,579900,3845,76900,397,293
7529542416383184150,3800000,29700,500100,2538,16200
7529189388408917270,2200000,25200,346500,4542,1696
7529974595743681815,1400000,4940,150900,2100,2107
7521776930509589783,2600000,12100,168100,2282,7735
7529542416383184150,3800000,29700,500200,2539,16200
7529976870197103886,2600000,14000,284100,7167,5491
7529976870197103886,2600000,14000,284200,7167,5491
7529976870197103886,2600000,14000,284200,7169,5492
7529976870197103886,2600000,14000,284200,7168,5492
7529976870197103886,2600000,14000,284200,7168,5492
7529542416383184150,3800000,29700,500300,2542,16200
7529976870197103886,2600000,14000,284200,7170,5492
7529976870197103886,2600000,14000,284300,7169,5492
7528006372076588310,20200000,20200,391300,3742,15200
7529933918921854230,580400,3849,77000,397,293
7529189388408917270,2200000,25200,346600,4544,1696
7529974595743681815,1400000,4943,151200,2101,2110
7527750945023790358,20600000,114800,2400000,31000,91300
7529504488369982742,7600000,180000,1900000,4814,113000
7527637221105503510,5900000,38800,857500,6542,49200
7529976870197103886,2600000,14000,285200,7185,5507
7529974595743681815,1400000,4968,152000,2111,2125
7529933918921854230,582700,3858,77200,400,297
7529976870197103886,2600000,14000,285300,7189,5509
7529974595743681815,1400000,4968,152100,2111,2127
7515385967105199378,19600000,452500,4200000,62300,281700
7528936530925112589,81700000,286600,5300000,31500,343400
7529189388408917270,2200000,25100,347000,4550,1698
7529976870197103886,2600000,14100,285400,7189,5510
7529542416383184150,3800000,29800,502200,2555,16200
7529933918921854230,583100,3859,77300,400,297
7529974595743681815,1400000,4971,152200,2112,2127
7529933918921854230,583200,3859,77300,400,297
7529976870197103886,2600000,14100,285400,7190,5513
7528936530925112589,81700000,286600,5300000,31500,343400
7515385967105199378,19600000,452500,4200000,62300,281700
7529976870197103886,2600000,14100,285500,7191,5516
7529974595743681815,1400000,4976,152300,2112,2127
7529542416383184150,3800000,29900,502500,2556,16200
7521776930509589783,2600000,12100,168100,2282,7735
7528936530925112589,81800000,286600,5300000,31500,343400
7527750945023790358,20700000,114900,2400000,31100,91300
7527750945023790358,20700000,114900,2400000,31100,91300
7529976870197103886,2600000,14100,285600,7192,5520
