video_id,views,collects,diggs,comments,shares
7526472476227013910,1200000,1241,33100,122,1613
7525989188794125590,1300000,8155,124500,1125,2831
7526169299715656983,1300000,10800,266400,853,5321
7526890379732585751,2200000,22100,26600,98,11300
7526035089956949270,24300000,233000,3400000,19100,754500
7526978795744644385,2100000,10100,212200,2617,49800
7525124533863451926,83700000,521600,8100000,101700,1900000
7526172149518732566,17000000,55300,1100000,4010,30000
7526212535687646486,1400000,1270,87000,136,2362
7525483661576113430,22700000,55000,1500000,3686,18500
7525770311413878038,1500000,901,38200,485,495
7525844938588835094,1300000,3476,83100,10100,715
7525478611101502742,944600,9895,170400,267,15200
7526893312301649174,910000,839,29800,1279,495
7526184605410495766,1400000,4036,122300,510,7067
7526635921509190935,1100000,5474,154000,640,5174
7525218754989477142,1400000,3607,86700,1199,10400
7526646582368865558,21900000,94900,749300,3002,102900
7527347946677964054,2700000,6009,151100,817,735
7525892963512143126,5000000,33400,440800,2199,75800
7525712193053134088,41800000,23700,551900,3140,32600
7525764595445763350,1100000,9639,132700,567,9586
7525995255351594271,48500000,303700,5000000,36200,2000000
7527000433320021270,1500000,10200,194500,281,7480
7526676525752585494,1700000,1999,55100,1775,299
7526169451306192150,1500000,3910,44800,1803,4145
7525445462866873622,929500,1376,30500,107,2106
7525778837150387478,2100000,12400,233300,607,2134
7527307336709344534,2500000,6068,132300,5064,1650
7524390924558798082,16500000,76200,1200000,5493,35400
7525086385225698582,20800000,114300,1400000,7953,70400
7525439025319070998,17500000,53200,523200,6789,261800
7525507517217131798,1400000,4839,79600,209,9921
7525521942389067030,1200000,8852,213000,882,12800
7524658182518476087,22000000,68700,1000000,2617,23800
7525543183548173590,1600000,4086,119800,1160,1562
7526520256983076118,781400,1720,92500,123,3982
7525901699786083606,937700,3226,80100,246,25900
7525778068963691798,863800,2210,117300,38,467
7526517253626400022,1100000,6945,262800,592,9337
7527248004286270742,1500000,5207,129100,963,4910
7526533973892271382,1000000,1041,33500,193,1247
7524943634148478216,50800000,57500,594200,4366,20000
7526478654096903447,1100000,2349,99800,300,5155
7526024193700367624,1200000,8696,99600,1315,7732
7526879307596074262,947700,4002,75500,671,1691
7525415224392862998,15500000,67900,626900,6471,185700
7525812011184295190,942100,3786,133000,319,655
7526192185591516446,7000000,4441,78800,2603,14900
7525420534662728982,1400000,6245,129900,1192,1652
7526940516911516950,776600,2571,116400,734,6269
7527285463149743382,1300000,2488,130100,502,9153
7526029684937624854,30700000,268700,5800000,10700,602200
7525836718683999510,1600000,11900,189400,935,13800
7527346617104551190,1800000,5778,135400,2758,2328
7526545400707255574,879000,1088,53200,114,425
7524005214353968406,4600000,4423,99300,785,10500
7525503655491947798,22100000,14900,345500,3330,4786
7526667986103553302,2100000,3368,107000,756,1302
7526101764404219158,1800000,12500,313400,1160,3459
7521336825093311766,5400000,4832,100000,170,1653
7527302551788653846,2100000,6259,56500,2097,2196
7525124927331044630,946400,3531,123200,225,2336
7526935719412092182,3400000,2954,87500,284,992
7525180269142347030,749200,4721,74400,605,4297
7525190854688935198,70800000,359700,9100000,39900,425000
7526489778691345686,888600,2412,94400,85,8365
7517738152782777622,3100000,9195,214500,2153,1249
7503640452927704342,1300000,13200,168500,575,26600
7517970047856315670,603200,2573,23300,2166,828
7504324318923541782,5600000,27400,564700,4276,39800
7505464997082860822,901300,3487,35900,124,577
7517736800845204759,2200000,19300,216000,2246,82400
7509542553813896470,3200000,12600,303300,5248,8597
7506210538519596310,1700000,10600,118900,1297,3314
7518803304806206742,4900000,18900,417400,9528,11000
7526940195850161430,1700000,1261,62800,765,1174
7525827413977140512,3200000,13200,228800,6027,11400
7525350072398138646,713100,1953,54300,111,9242
7525758714008063254,829000,2921,79800,1580,2663
7525475666658135318,2300000,5588,140000,3105,9246
7526985012961479959,1600000,4315,74600,749,2019
7526285430883355926,2700000,3475,75400,2969,3416
7525094003839307031,1100000,1850,75900,1248,5239
7525174599995133206,1000000,13800,185700,1012,976
7525687321241390354,7300000,13800,230200,4784,36100
7527297043128192278,1200000,955,27000,1408,418
7523435825602776342,3700000,7659,163000,3282,10800
7526270520975789334,703500,5005,101900,110,7426
7525515720940080406,1000000,4346,74700,355,2026
7525387044122545430,2000000,3330,101900,2149,7670
7526637190894439702,3600000,42100,241400,1042,36800
7527266467520220438,1200000,1786,38100,311,6639
7525923755533667607,1300000,2101,63200,759,1147
7525133816533454102,15200000,45000,624700,4374,9557
7525862791798951190,1400000,1039,52400,400,476
7526250119218449686,1300000,2096,68900,251,3152
7526539908253617430,1200000,10900,207200,920,11000
7525112409858624790,1100000,10400,197900,625,1607
7526988611837775126,1000000,6527,115600,670,21700
7526028815592738070,816800,1102,41900,160,886
7523698537234992406,3600000,2774,46000,764,9315
7526089595210009878,8700000,103400,1300000,5525,25600
7525374920298188054,6800000,9802,293200,1446,1055
7524292924507426078,170200000,222600,2200000,15900,783900
7525497634895711510,7200000,57700,738900,3519,266900
7524693906202660118,3300000,13400,342500,552,12200
7523246058491907350,4400000,6011,153300,514,2082
7525583940590013718,1000000,1832,27100,478,6310
7526162778709724418,915300,2718,58400,2205,509
7525905591869443350,732600,1275,100100,453,3692
7525425641273969942,1500000,1417,48600,982,1032
7526701516003020054,1300000,1026,46300,297,3623
7525442434147323158,1200000,4146,73100,873,875
7526246159468252438,7700000,17200,381900,3581,6958
7526475953413885206,2000000,12900,281400,295,4727
7526655371537239352,2100000,28100,240000,913,23200
7525394226037673238,808600,3835,94200,285,656
7526164301711723798,4000000,6742,223500,1177,3103
7526998269013052694,1300000,4157,60100,4397,1078
7526887592235928854,1300000,3808,117200,2791,9820
7525762969020468502,1500000,7950,163900,3110,19500
7527282034977377558,1500000,3374,105200,182,696
7525213795791277319,31100000,260300,3200000,23800,311500
7526472952112581890,1600000,16500,291700,2478,2671
7524752698248400150,17900000,40800,623300,2267,14200
7526464665132698903,34400000,90100,2100000,8318,100900
7525817838204931350,791000,1219,22300,428,2167
7525554732149017878,838400,3310,118600,710,27100
7525873832599604502,973700,1022,63300,136,1048
7525842323725503766,11000000,70000,730900,4364,428400
7525638262464023822,48700000,278600,6400000,19600,720100
7526922965770849558,984100,2389,33900,612,1535
7524683052077813014,2200000,4947,205600,337,518
7526102610747657494,1100000,6222,145800,348,4910
7523117419045342486,2800000,1963,38300,509,785
7526565121527647510,12600000,18100,332200,1688,127600
7527692078927613206,831600,668,31900,591,401
7526326905008573718,1500000,1343,45600,240,2330
7526876130175880470,3500000,9061,172300,784,1627
7525576909711789342,10800000,6742,337800,891,3174
7527715166482468118,133500,172,1915,110,165
7527709996021222678,123300,416,1993,63,951
7519158413012503816,339700,5085,52000,1418,1194
7527380727579643192,364300,1283,29200,357,1000
7527014170043190550,548700,2376,14800,26,1745
7526988478631005448,1400000,16600,141600,569,5737
7527637950369123606,37700,553,2899,109,284
7516571977331658006,2500000,8181,94800,1071,2317
7527182892078746902,287800,1958,35600,138,7294
7527274382075497741,2000000,20200,550400,4318,9999
7527605262757334294,27100,72,3419,24,216
7525593895540133122,749000,449,13100,26,336
7525359962432851222,820800,626,40700,421,194
7525837365420526870,1200000,2068,59800,493,1158
