video_id,views,collects,diggs,comments,shares
7527308214308834574,54700,3027,16100,62,1130
7526940195850161430,1700000,1265,63000,769,1177
7525827413977140512,3200000,13200,228800,6030,11400
7525350072398138646,713300,1952,54300,111,9242
7525758714008063254,830700,2929,80000,1592,2666
7525475666658135318,2300000,5588,140000,3106,9246
7526985012961479959,1600000,4319,74800,749,2021
7526285430883355926,2700000,3472,75400,2969,3416
7525094003839307031,1100000,1850,76000,1248,5241
7525174599995133206,1000000,13800,185700,1012,976
7525687321241390354,7300000,13900,230800,4787,36200
7527297043128192278,1200000,969,27500,1426,426
7523435825602776342,3700000,7661,163000,3304,10800
7526270520975789334,704100,5009,101900,110,7428
7525515720940080406,1000000,4368,75100,357,2035
7525387044122545430,2000000,3331,101900,2149,7671
7526637190894439702,3800000,43500,249200,1060,38000
7527266467520220438,1200000,1784,38100,311,6641
7525923755533667607,1300000,2103,63300,760,1147
7525133816533454102,15200000,45000,624900,4377,9564
7525862791798951190,1400000,1042,52400,400,477
7526250119218449686,1300000,2096,68900,252,3152
7526539908253617430,1200000,11000,207900,925,11000
7525112409858624790,1100000,10400,198100,625,1608
7526988611837775126,1000000,6536,115800,670,21700
7526028815592738070,817000,1102,41900,160,887
7523698537234992406,3600000,2774,46000,764,9316
7510224903208013078,27300,88,387,58,9
7526687647125884182,22200,115,349,23,41
7523478767885487382,86700,564,1627,71,367
7526794467504885022,996400,375,2902,12,93
7523334436813901079,20800000,30500,588000,8921,216300
7518959717159406864,3400000,5136,39500,177,1443
7526621965784780055,8380,26,184,15,10
7501285274459065622,944100,10600,46400,12400,20200
7525583940590013718,1000000,1839,27200,478,6337
7526162778709724418,917300,2727,58400,2207,510
7525905591869443350,733300,1275,100100,453,3693
7525425641273969942,1500000,1420,48700,982,1035
7526701516003020054,1300000,1028,46400,298,3634
7525442434147323158,1200000,4146,73200,873,875
7526246159468252438,7700000,17200,382000,3582,6961
7532464411512933654,4400000,37300,607600,1761,4139
7533231674411601174,10500000,47200,392900,5910,143800
7531719408578874657,10000000,18200,302300,2512,28600
7531805140089670934,3000000,4682,141100,2994,2469
7529569334985788694,23300000,59000,1300000,3349,9982
7531361671105776918,10500000,43600,660600,1876,179100
7532105932562517270,2700000,43900,413900,1285,75000
7530990882141621526,2400000,4701,41000,330,5907
7511800459095543083,386700,22100,87100,232,4169
7533389454724140310,39500,459,3924,49,412
7533447606056275206,66200,5246,22000,112,3297
7533523272793705750,7618,18,627,8,54
7519147864694590727,31500,337,3396,55,130
7524852757187005714,214500,2937,9855,12,168
7533530181118610710,10800,279,2002,33,32
7527379708619623702,205300,923,7363,14,407
7533504556383227158,3026,148,707,14,32
7502755792144141590,8174,16,479,25,4
7531965452885544223,55600,427,7413,48,74
7533561433338973462,2240,2,86,3,4
7530741601904102678,2100000,2651,105500,233,3400
7529744962682948870,319500000,781400,14900000,93700,4700000
7528147807656758550,16900000,36600,908700,7137,36600
7530687453380824352,26200000,38600,240600,2571,42500
7530588626183343382,3800000,11800,196400,2012,22400
7532501194552380679,2800000,13300,40900,1258,16700
7530962479418019094,2900000,8234,312200,331,2621
7532463845349281046,3400000,18700,421800,1532,38400
7532086048709414166,3300000,19300,343700,3072,20500
7531502799276772630,3000000,9696,230100,899,11200
7530357500676181270,6200000,7702,162100,7195,2267
7531467510630157590,4500000,6852,94400,574,2709
7530807033600232726,2000000,15800,240700,784,24200
7531393416618347798,2500000,689,19600,59,1137
7532868256961432854,3100000,4329,118500,4521,15600
7531818494866836758,2600000,3773,74800,337,1944
7531013545220132118,1900000,4609,158400,284,1008
7531080164038479126,1500000,1497,50400,340,1517
7531373934084623638,2000000,5268,113400,1289,4036
7531104837413440790,1900000,14100,324800,327,3628
7524458166852078861,250900,172,4391,33,210
7527171713734397198,96000,6316,30200,208,2704
7523523808607685908,1500000,7248,131900,533,1226
7524808857470717198,20000000,80700,966500,7678,266500
7522551506034281750,662800,3287,101600,292,6794
7530616669979577622,2800000,6246,129000,691,17000
7531380130166443286,2100000,4511,52700,449,3567
7531777564046576918,1800000,2415,103400,535,5287
7531673034499837206,3000000,19000,529000,2573,21800
7532437707394518294,1900000,10700,319100,568,15200
7530928044723146006,2300000,8968,280100,3278,7118
7517380141241175327,183100,4924,41600,134,1522
7529628715576233238,341000,6065,63700,121,1351
7527828965709384990,125400,783,25000,74,2024
7508818017384418566,263400,6026,42500,93,1668
7526615221658537238,2000000,17100,248400,1363,33100
7522175655769885982,30700000,294500,3700000,7679,35600
7532900996314451231,70100,1476,19700,55,552
7532900802801700118,2600000,31600,401600,2112,67800
7531384318690692374,2500000,4038,161300,2267,4906
7531812920099917078,1800000,4775,82900,506,12200
7530978977444285718,1400000,3797,91800,367,9352
7532481318311988502,1700000,2692,103400,1509,6494
7532590722646576406,2400000,4490,141200,6142,2246
7532581273483627798,1900000,9357,251100,2469,53300
7531736806056824086,2500000,6299,134100,7912,5109
7532023373044452630,1800000,4671,62800,350,5079
7530669639613893910,7300000,60300,918000,3085,13900
7501277625315364118,16100,59,706,159,71
7519437824991546646,2100000,7700,99200,426,18100
7508264544481840406,41400,294,2403,202,461
7533250744397483286,31100,179,4042,57,89
7505073890184465695,51900000,160300,669500,50500,484200
7523641152470256918,3221,39,496,99,142
7533332164339928342,201,0,26,4,0
7524067231039360278,24700,22,430,28,4
7531394465085394208,2200000,3443,37000,501,16600
7530887376135130390,1700000,869,11200,0,5802
7530198771192302870,110800,116,2358,115,402
7506984674934164758,1800000,7923,139000,294,3379
7533565778436656406,32400,45,821,24,63
7515484522436234539,2200000,9612,141700,1363,24200
7532950070136720662,1565,1,42,5,10
7508476834745502998,259300,426,9859,76,311
7506672833460997378,1200000,7121,29100,794,4645
7512446417357557014,3500000,5087,103700,454,556
7533334609564568854,37000,82,213,25,92
7531035553140149526,4600000,17100,118800,874,10200
7532678126455786782,600100,8400,120200,339,29000
7532760890312035606,450300,948,20500,163,714
7531733709532220694,1300000,2370,102400,318,4464
7527896043246062853,2100000,49200,302900,1454,10400
7526088664594582806,5250,54,394,14,9
7531893865893137686,3283,35,251,10,4
7528908050636360982,2100000,5810,85100,3160,1916
7532456409603083542,54500,1117,7950,27,1446
7523811497961721101,96600,778,5620,118,5472
7532250548574244118,25500,472,5674,62,209
7531061126105189645,78600,958,4540,76,1276
7532825573748493590,407500,2723,39200,585,525
7532452076165565718,1900000,1436,34700,935,2298
7532475577261968662,5700000,16000,162200,2193,74200
7531870908798094625,95600000,414600,4800000,87100,1900000
7532113387233266966,1600000,5603,107800,223,1891
7532181013196311830,2200000,16200,463400,1261,19500
7531106356854639894,2100000,10300,281300,707,14600
7531068866139671830,4200000,28600,442400,1809,7625
7530764516867443990,2400000,16700,250800,1343,13800
7531730447521287446,1400000,3357,168100,317,2076
7531860491245800726,1100000,2265,89600,362,6274
7530587705231674646,2700000,2182,32000,636,6679
7532173651257478422,1600000,6211,169500,981,32900
7531054682953764118,3600000,6102,189200,821,2605
7532053203643419926,3200000,16400,316800,1710,4860
7531694551648587013,1800000,10500,256500,800,4638
7532258111386570006,1700000,4395,120700,1097,24300
7530693608815594774,1400000,1574,59200,290,6642
7531364590555368726,1500000,1501,63800,1347,2039
7531354361071439126,2100000,13500,280800,2416,15700
7530720070926863638,64000000,204200,1300000,11500,546800
7532947773264547094,1600000,5794,247600,265,5570
7532166940006157590,1500000,7660,202600,237,2472
7530620774042881302,1800000,9841,205500,1301,6885
7531347646338862369,1200000,509,8958,67,138
7532510275002535191,1400000,3404,172900,312,2854
7530988039875661078,1400000,2819,202600,390,4121
7530930464593431830,1900000,9606,181500,1865,43800
7529657626947374349,87400000,730600,12100000,37700,4100000
7532178122523888918,2100000,9419,289900,676,1423
7531788716294081815,4400000,27000,514600,2129,85000
7531888119193308438,3600000,25300,247500,4664,22200
7530979068397784342,3800000,11500,144900,6033,17600
7531071828878429462,1300000,614,23800,45,126
7531757245827173654,1300000,2720,122100,547,524
7530930408314146070,1500000,22400,349600,1624,29400
7531817954686602518,1600000,2107,51500,387,885
7532044654527794454,1700000,6514,102500,1111,12000
7532985358418447638,1900000,1563,6356,247,611
7532564122274139415,1600000,8144,241400,161,1025
7531708603472923926,1100000,899,41200,257,1429
7531848335192476950,897600,6239,90800,695,3161
7531452861834743062,1100000,3567,131600,547,409
7532540325403970838,1200000,3944,150200,130,2085
7531791207547096376,13200000,6649,82600,1114,13500
7532219607663250710,928500,2091,58600,326,8534
7530266588931476758,7900000,35500,707700,2279,13700
7533652341527039254,1200000,1651,28600,1625,14500
7532633806025674006,1600000,10300,204700,1666,18200
7532743114612559109,41400000,385600,7500000,20800,1200000
7532448749650545942,3100000,9589,188700,2071,11200
7532116301867781398,2300000,6415,129600,13300,5067
7532097383505726727,64300000,355800,3600000,43800,3100000
7531472225946389782,2100000,10700,330400,1637,37900
7531854161990716702,44200000,114600,3200000,10800,100600
7532166445820661014,1400000,14100,124800,1750,5181
7533374197360282902,947500,3580,66700,2838,1386
7532958708016467222,1000000,885,40700,107,431
7532163657606663446,1200000,3509,116100,274,4136
7531782163671436566,2600000,9980,268300,2034,59500
7532461851313966367,21900000,9613,62200,2092,3300
7533211393315867906,1500000,3751,47500,2138,7902
7533698682798099734,1700000,6536,202300,783,1963
7531360339775016214,2900000,2743,41600,746,5615
7531310947349122326,1100000,437,31500,56,89
7532126814500621590,2000000,3954,100700,662,3929
7531830578757242134,719200,1541,68900,451,197
7532186308911861014,1200000,5796,118600,667,15100
7532255215232339222,1100000,2596,52100,7267,6999
7531760417685687574,783200,268,1766,85,228
7533552321175784726,1100000,3817,135700,246,14000
7532481216256298262,1100000,2143,138500,98,1988
7533292254690069782,1800000,5004,90100,1834,22500
7532164611391360278,811400,3134,39000,265,1653
7532570952253639958,3400000,20400,644600,661,217100
7532949255200247062,977300,1569,85100,271,6708
7531793086255500566,1100000,7297,145500,361,14000
7532039538852498710,1400000,2365,71600,1053,746
7530941729835388183,4500000,8930,330600,2491,3214
7531812729158454550,770100,2552,84900,268,1039
7532138004501073174,1200000,1818,62400,342,731
7533288138991734038,2300000,14600,401000,2255,41000
7531789439635442966,1200000,309,15900,62,458
7532043088663956743,1200000,2337,121800,849,4774
7533957331969658134,1500000,6562,79700,829,36300
7531748821500579094,1500000,6755,107700,609,9318
7531750304195349782,2100000,5113,188100,1656,2784
7532975249344826646,805300,289,8390,393,100
7523378524640595222,3100000,5273,149300,481,27400
7531493144710450434,852600,1604,28800,403,1022
7532918410989030686,11300000,84800,1400000,8802,657800
7533381801906162966,811400,3678,116400,414,11300
7532972677473078550,945900,214,12700,39,974
7531375076239805718,2600000,18300,126100,209,18600
7531448858799328518,15700000,35700,1100000,1323,34700
7531480116384238870,990000,2454,128600,269,12300
7526640068245753090,33000,172,1732,108,197
7527367660900830486,436800,2326,30900,115,170
7530695811915664662,791700,3081,37800,130,493
7532781987682159894,13500000,136700,1700000,12800,398800
7527748317913025814,293200,3119,36600,1225,2103
7532719108580855071,165100,3877,26400,273,2507
7529127401075477783,1900000,14800,344000,416,56500
7530709899492298006,481700,5559,90600,152,9711
7533534263753411845,6717,41,625,32,270
7532827160520838422,37500,298,3125,73,69
7527756152164060421,708500,1772,20200,200,4225
7532956539217333526,1300000,7711,200300,860,29400
7532250703436303638,1600000,1384,75500,786,1558
7531761152930434310,41100000,94400,1700000,28100,68500
7533266460299234582,1300000,3496,105600,1677,15100
7532867256456367393,1200000,588,3779,276,469
7531855234566458646,1000000,2159,89900,0,6457
7532102808703683862,1200000,6108,183100,3016,5146
7531800897513475350,1200000,6663,107100,243,1587
7533655549611609367,895000,943,32600,126,853
7532612623662091542,910900,409,9255,81,396
7532264803994406146,1200000,6380,121300,782,6996
7532538102498266390,3200000,21800,39200,841,48600
7531855326346349846,1100000,942,15400,445,2513
7531834510791560470,1200000,2232,47100,783,16300
7532884729633410326,1800000,1982,65400,874,377
7533095353940299030,30100000,228800,3700000,11700,952100
7533660221227552022,2300000,5550,202300,1639,4706
7532208700942077190,10500000,53000,1200000,2246,9323
7533514616349969686,813900,1734,33600,1383,4927
7533261809713745174,19100000,91600,2200000,4219,1100000
7518872019652398366,30300000,51800,624600,3620,15000
7516471654046846230,101400,204,1425,75,101
7532596939079109918,50700,279,3337,42,44
7522948421095804182,621500,2043,58200,255,9491
7503235729300999446,65300,105,1999,116,28
7532967612788100374,1300000,1759,33900,4269,9152
7532103351203286294,13700000,35300,654300,4844,79600
7531326444102765846,2600000,13200,192900,2597,11400
7533198067512691990,1400000,5488,137800,619,19200
7533336772982344982,27000000,55700,1500000,3470,20600
7533247004500069654,1200000,948,18600,48,286
